chrom	start	end	har_coord	category	nearest_gene	distance_to_gene
chr2	205163198	205163216	chr2:205163198-205163216	intronic	PARD3B	0
chr2	205281995	205282020	chr2:205281995-205282020	intronic	PARD3B	0
chr2	205426899	205427109	chr2:205426899-205427109	intronic	PARD3B	0
chr2	205892317	205892437	chr2:205892317-205892437	intergenic_proximal	RN7SKP178	8193
chr2	206002961	206003124	chr2:206002961-206003124	exonic	INO80D	0
chr2	206471797	206471872	chr2:206471797-206471872	intronic	ADAM23	0
chr2	206644282	206644613	chr2:206644282-206644613	promoter_proximal	FAM237A	0
chr2	206845735	206846042	chr2:206845735-206846042	intronic	AC008269.2	0
chr2	207136836	207137326	chr2:207136836-207137326	intronic	KLF7	0
chr2	207138616	207139166	chr2:207138616-207139166	intronic	KLF7	0
chr2	207432391	207433034	chr2:207432391-207433034	intronic	AC007879.5	0
chr2	208108272	208108409	chr2:208108272-208108409	intronic	CRYGEP	0
chr2	211150291	211150475	chr2:211150291-211150475	intergenic_proximal	RP11-212J19.1	44560
chr2	211238518	211238697	chr2:211238518-211238697	intergenic_proximal	RPS27P10	60244
chr2	211534483	211535084	chr2:211534483-211535084	promoter_proximal	ERBB4	0
chr2	211908392	211908771	chr2:211908392-211908771	intronic	ERBB4	0
chr2	212071589	212071778	chr2:212071589-212071778	intronic	ERBB4	0
chr2	212109197	212109427	chr2:212109197-212109427	intronic	ERBB4	0
chr2	212192720	212193128	chr2:212192720-212193128	intronic	ERBB4	0
chr2	212215839	212216081	chr2:212215839-212216081	intronic	ERBB4	0
chr2	212322564	212322845	chr2:212322564-212322845	intronic	ERBB4	0
chr2	213069384	213069773	chr2:213069384-213069773	intronic	IKZF2	0
chr2	214577676	214578126	chr2:214577676-214578126	exonic	AC107218.3	0
chr2	214588458	214588819	chr2:214588458-214588819	intronic	AC107218.3	0
chr2	214619830	214619913	chr2:214619830-214619913	intronic	AC107218.3	0
chr2	214900071	214900489	chr2:214900071-214900489	intronic	SNHG31	0
chr2	216183097	216183115	chr2:216183097-216183115	intronic	XRCC5	0
chr2	216636797	216636900	chr2:216636797-216636900	intronic	IGFBP2	0
chr2	216863917	216864307	chr2:216863917-216864307	intronic	AC007563.5	0
chr2	217905437	217905687	chr2:217905437-217905687	exonic	TNS1	0
chr2	219069174	219069393	chr2:219069174-219069393	exonic	RP11-33O4.3	0
chr2	219398944	219399175	chr2:219398944-219399175	promoter_proximal	DNPEP	0
chr2	219424284	219424591	chr2:219424284-219424591	promoter_proximal	DES	0
chr2	219863481	219863531	chr2:219863481-219863531	intergenic_proximal	LINC01803	40369
chr2	220480712	220480885	chr2:220480712-220480885	intronic	AC067956.1	0
chr2	220517476	220517684	chr2:220517476-220517684	intronic	AC067956.1	0
chr2	221184036	221184198	chr2:221184036-221184198	intergenic_proximal	AC011233.2	20984
chr2	221284996	221285048	chr2:221284996-221285048	intergenic_proximal	RP11-105F19.1	21242
chr2	221354075	221354309	chr2:221354075-221354309	intergenic_proximal	RP11-105F19.1	45747
chr2	221377200	221377545	chr2:221377200-221377545	intergenic_proximal	EPHA4	40482
chr2	221692228	221692632	chr2:221692228-221692632	intergenic_proximal	AC068489.1	42011
chr2	221926379	221926593	chr2:221926379-221926593	intergenic_proximal	LLPHP3	17630
chr2	222044490	222044997	chr2:222044490-222044997	promoter_proximal	RPL23AP28	0
chr2	222061870	222062257	chr2:222061870-222062257	intergenic_proximal	RPL23AP28	16877
chr2	222175474	222175970	chr2:222175474-222175970	intergenic_proximal	PAX3	23917
chr2	224645783	224646073	chr2:224645783-224646073	intergenic_proximal	CCDC195	57691
chr2	225178772	225179001	chr2:225178772-225179001	intergenic_proximal	DOCK10	136305
chr2	225496946	225497213	chr2:225496946-225497213	intronic	NYAP2	0
chr2	226497324	226497495	chr2:226497324-226497495	intergenic_proximal	MIR5702	161215
chr2	229273399	229273651	chr2:229273399-229273651	intergenic_proximal	PID1	2113
chr2	235865019	235865565	chr2:235865019-235865565	intronic	AGAP1	0
chr2	236180712	236180877	chr2:236180712-236180877	intronic	AC079135.1	0
chr2	236867957	236868247	chr2:236867957-236868247	intergenic_proximal	AC105760.2	42550
chr2	237315617	237315847	chr2:237315617-237315847	intergenic_proximal	COL6A3	8156
chr2	237934988	237935064	chr2:237934988-237935064	intergenic_proximal	RAMP1	22883
chr20	675745	675964	chr20:675745-675964	promoter_proximal	RP5-850E9.3	0
chr20	728331	728421	chr20:728331-728421	intergenic_proximal	SLC52A3	31659
chr20	1064884	1065070	chr20:1064884-1065070	intronic	RP4-545L17.11	0
chr20	4256936	4256953	chr20:4256936-4256953	intergenic_proximal	ADRA1D	7650
chr20	5159948	5160141	chr20:5159948-5160141	intronic	CDS2	0
chr20	6561801	6562002	chr20:6561801-6562002	intergenic_proximal	CASC20	33343
chr20	6651015	6651398	chr20:6651015-6651398	intergenic_proximal	LINC01713	79682
chr20	6975594	6975664	chr20:6975594-6975664	intergenic_proximal	RP4-764O22.1	93950
chr20	7111651	7111874	chr20:7111651-7111874	intronic	RP4-764O22.1	0
chr20	7905508	7905531	chr20:7905508-7905531	intronic	HAO1	0
chr20	8168988	8169175	chr20:8168988-8169175	intronic	PLCB1	0
chr20	8271691	8271928	chr20:8271691-8271928	intronic	PLCB1	0
chr20	8652659	8652881	chr20:8652659-8652881	exonic	PLCB1	0
chr20	8901738	8901891	chr20:8901738-8901891	intronic	PLCB1	0
chr20	8984898	8985084	chr20:8984898-8985084	intergenic_proximal	Metazoa_SRP	13765
chr20	9474913	9475383	chr20:9474913-9475383	intronic	PLCB4	0
chr20	11128132	11128742	chr20:11128132-11128742	intergenic_proximal	LINC02871	98678
chr20	11128878	11129024	chr20:11128878-11129024	intergenic_proximal	LINC02871	99424
chr20	11877622	11877851	chr20:11877622-11877851	promoter_proximal	LINC00687	0
chr20	12194880	12195020	chr20:12194880-12195020	intergenic_proximal	RP4-796I8.1	48288
chr20	12896993	12897249	chr20:12896993-12897249	intronic	LINC01722	0
chr20	15223081	15223264	chr20:15223081-15223264	intronic	MACROD2	0
chr20	15417030	15417073	chr20:15417030-15417073	intronic	MACROD2	0
chr20	15512866	15513036	chr20:15512866-15513036	intronic	MACROD2	0
chr20	15930132	15930236	chr20:15930132-15930236	intronic	MACROD2	0
chr20	16440849	16441125	chr20:16440849-16441125	intronic	KIF16B	0
chr20	21045568	21045905	chr20:21045568-21045905	intergenic_proximal	LINC00237	39671
chr20	21147002	21147034	chr20:21147002-21147034	intronic	KIZ	0
chr20	21777070	21777466	chr20:21777070-21777466	intergenic_proximal	RPL41P1	21721
chr20	21941942	21942252	chr20:21941942-21942252	intergenic_proximal	RP5-1185K9.1	5395
chr20	31342715	31342922	chr20:31342715-31342922	promoter_proximal	HAUS6P2	0
chr20	31837396	31837590	chr20:31837396-31837590	intergenic_proximal	MYLK2	2708
chr20	32165449	32165471	chr20:32165449-32165471	exonic	TM9SF4	0
chr20	37851093	37851271	chr20:37851093-37851271	intronic	CTNNBL1	0
chr20	39083882	39084134	chr20:39083882-39084134	intergenic_proximal	DHX35	44160
chr20	39447781	39447993	chr20:39447781-39447993	intergenic_proximal	RN7SL680P	98390
chr20	39541342	39541545	chr20:39541342-39541545	intergenic_proximal	RP1-80L13.1	113780
chr20	39601919	39602330	chr20:39601919-39602330	intergenic_proximal	RP1-80L13.1	52995
chr20	39616362	39616485	chr20:39616362-39616485	intergenic_proximal	RP1-80L13.1	38840
chr20	40107772	40107976	chr20:40107772-40107976	intergenic_proximal	RP1-191L6.2	13065
chr20	40751742	40751953	chr20:40751742-40751953	intronic	RP5-970A17.1	0
chr20	40833842	40834068	chr20:40833842-40834068	intergenic_proximal	RNA5SP484	20051
chr20	40859593	40859633	chr20:40859593-40859633	intergenic_proximal	RNA5SP484	5365
chr20	40885025	40885175	chr20:40885025-40885175	intergenic_proximal	RNA5SP484	30797
chr20	41196850	41197191	chr20:41196850-41197191	promoter_proximal	ZHX3	0
chr20	41331235	41331496	chr20:41331235-41331496	promoter_proximal	ADI1P1	0
chr20	41882009	41882208	chr20:41882009-41882208	intergenic_proximal	RP5-1121H13.4	108932
chr20	42182518	42182707	chr20:42182518-42182707	intronic	PTPRT	0
chr20	42281776	42282048	chr20:42281776-42282048	intronic	PTPRT	0
chr20	42896898	42897244	chr20:42896898-42897244	intronic	PTPRT	0
chr20	43113162	43113474	chr20:43113162-43113474	intronic	PTPRT	0
chr20	43325280	43325346	chr20:43325280-43325346	intergenic_proximal	ENSG10010136694.1	20602
chr20	43372339	43372456	chr20:43372339-43372456	intergenic_proximal	RP5-862K6.4	16186
chr20	44831354	44831573	chr20:44831354-44831573	intergenic_proximal	PGBD4P2	10352
chr20	46225170	46225479	chr20:46225170-46225479	intronic	CDH22	0
chr20	50510350	50510419	chr20:50510350-50510419	promoter_proximal	PTPN1	0
chr20	51606276	51606410	chr20:51606276-51606410	intronic	ATP9A	0
chr20	52477552	52477935	chr20:52477552-52477935	intronic	LINC01524	0
chr20	53003720	53003856	chr20:53003720-53003856	intronic	TSHZ2	0
chr20	53142681	53142831	chr20:53142681-53142831	promoter_proximal	TSHZ2	0
chr20	53206445	53206552	chr20:53206445-53206552	intronic	TSHZ2	0
chr20	53364661	53364831	chr20:53364661-53364831	intronic	TSHZ2	0
chr20	54876862	54877156	chr20:54876862-54877156	intergenic_proximal	RNU4ATAC7P	17051
chr20	58271798	58272154	chr20:58271798-58272154	intronic	PPP4R1L	0
chr20	60240961	60241119	chr20:60240961-60241119	intronic	MIR646HG	0
chr20	61629530	61629636	chr20:61629530-61629636	intronic	CDH4	0
chr20	61694940	61695124	chr20:61694940-61695124	intronic	CDH4	0
chr20	62929889	62929941	chr20:62929889-62929941	promoter_proximal	DIDO1	0
chr20	63085801	63086010	chr20:63085801-63086010	intergenic_proximal	LINC01749	731
chr20	63102094	63102278	chr20:63102094-63102278	promoter_proximal	HAR1B	0
chr21	14333904	14334176	chr21:14333904-14334176	intronic	ABCC13	0
chr21	14453419	14453609	chr21:14453419-14453609	intergenic_proximal	SAMSN1	31619
chr21	14694105	14694319	chr21:14694105-14694319	intronic	AF127936.3	0
chr21	14720735	14721067	chr21:14720735-14721067	intronic	AF127936.3	0
chr21	14874906	14875089	chr21:14874906-14875089	intronic	AF127936.9	0
chr21	16071060	16071470	chr21:16071060-16071470	intronic	MIR99AHG	0
chr21	16456423	16456503	chr21:16456423-16456503	intronic	MIR99AHG	0
chr21	16765063	16765361	chr21:16765063-16765361	intronic	AP000473.6	0
chr21	16843314	16843531	chr21:16843314-16843531	intergenic_proximal	AF212831.2	19344
chr21	18026425	18026517	chr21:18026425-18026517	intronic	CHODL	0
chr21	18102848	18102981	chr21:18102848-18102981	intronic	CHODL	0
chr21	18349780	18350086	chr21:18349780-18350086	intronic	TMPRSS15	0
chr21	20327958	20327977	chr21:20327958-20327977	intergenic_proximal	RNU6-772P	27771
chr21	20574367	20574585	chr21:20574367-20574585	intergenic_proximal	AP001506.1	23368
chr21	20993451	20993543	chr21:20993451-20993543	intergenic_proximal	NCAM2	4866
chr21	25841573	25841738	chr21:25841573-25841738	intergenic_proximal	APP	38812
chr21	26254189	26254253	chr21:26254189-26254253	intergenic_proximal	APP-DT	36809
chr21	26676297	26676411	chr21:26676297-26676411	intergenic_proximal	CYYR1	103012
chr21	28865859	28865986	chr21:28865859-28865986	intergenic_proximal	N6AMT1	6205
chr21	28866313	28867346	chr21:28866313-28867346	intergenic_proximal	N6AMT1	4845
chr21	29056874	29057004	chr21:29056874-29057004	intronic	CCT8	0
chr21	29380169	29380486	chr21:29380169-29380486	intronic	BACH1	0
chr21	29558399	29558619	chr21:29558399-29558619	intronic	BACH1	0
chr21	29657028	29657235	chr21:29657028-29657235	promoter_proximal	GRIK1	0
chr21	31085735	31085765	chr21:31085735-31085765	intergenic_proximal	UBE3AP2	22568
chr21	31847847	31848137	chr21:31847847-31848137	intergenic_proximal	TPT1P1	6990
chr21	33187629	33187791	chr21:33187629-33187791	intergenic_proximal	LINC01548	16981
chr21	34094810	34094885	chr21:34094810-34094885	exonic	MRPS6	0
chr21	34801194	34801504	chr21:34801194-34801504	intronic	RUNX1	0
chr21	34968803	34969293	chr21:34968803-34969293	intronic	RUNX1	0
chr21	37863545	37863584	chr21:37863545-37863584	intronic	KCNJ6	0
chr21	40687659	40687924	chr21:40687659-40687924	intronic	DSCAM	0
chr21	44082519	44083059	chr21:44082519-44083059	exonic	TRAPPC10	0
chr21	44676302	44676586	chr21:44676302-44676586	promoter_proximal	TSPEAR	0
chr21	44676983	44677160	chr21:44676983-44677160	promoter_proximal	TSPEAR	0
chr22	20131751	20131820	chr22:20131751-20131820	exonic	ZDHHC8	0
chr22	26814669	26814839	chr22:26814669-26814839	intergenic_proximal	MIATNB	33777
chr22	27749212	27749367	chr22:27749212-27749367	exonic	MN1	0
chr22	32415945	32416004	chr22:32415945-32416004	exonic	BPIFC	0
chr22	33964473	33964708	chr22:33964473-33964708	intergenic_proximal	LARGE1	41633
chr22	35772877	35773045	chr22:35772877-35773045	intronic	RBFOX2	0
chr22	36589921	36589942	chr22:36589921-36589942	intronic	CACNG2	0
chr22	38153315	38153480	chr22:38153315-38153480	intronic	PLA2G6	0
chr22	42318257	42318359	chr22:42318257-42318359	intronic	TCF20	0
chr22	43004510	43004682	chr22:43004510-43004682	intronic	PACSIN2	0
chr22	45197070	45197137	chr22:45197070-45197137	exonic	KIAA0930	0
chr22	46845287	46845476	chr22:46845287-46845476	intronic	TBC1D22A	0
chr22	48959054	48959421	chr22:48959054-48959421	intergenic_proximal	LINC01310	60669
chr22	49101589	49101875	chr22:49101589-49101875	intergenic_proximal	RP5-925J7.1	49041
chr3	21599	21911	chr3:21599-21911	intronic	LINC01986	0
chr3	521425	521713	chr3:521425-521713	intergenic_proximal	RP11-18I13.1	2299
chr3	540381	540723	chr3:540381-540723	intronic	RP11-18I13.1	0
chr3	567850	568122	chr3:567850-568122	intronic	LINC01266	0
chr3	574164	574340	chr3:574164-574340	intronic	LINC01266	0
chr3	641953	642210	chr3:641953-642210	intronic	LINC01266	0
chr3	722988	723282	chr3:722988-723282	intronic	LINC01266	0
chr3	775868	776073	chr3:775868-776073	intronic	LINC01266	0
chr3	966245	966711	chr3:966245-966711	intergenic_proximal	AC087430.1	41424
chr3	1195956	1196286	chr3:1195956-1196286	intronic	CNTN6	0
chr3	1231914	1232101	chr3:1231914-1232101	intronic	CNTN6	0
chr3	1635385	1635783	chr3:1635385-1635783	intergenic_proximal	RPL23AP38	39141
chr3	1669547	1669853	chr3:1669547-1669853	intergenic_proximal	RPL23AP39	60217
chr3	2096041	2096473	chr3:2096041-2096473	intergenic_proximal	CNTN4	2340
chr3	2099916	2100391	chr3:2099916-2100391	promoter_proximal	CNTN4	0
chr3	2269134	2269367	chr3:2269134-2269367	intronic	CNTN4	0
chr3	2375661	2375821	chr3:2375661-2375821	intronic	CNTN4	0
chr3	2639930	2640158	chr3:2639930-2640158	intronic	CNTN4	0
chr3	2660296	2660626	chr3:2660296-2660626	intronic	CNTN4	0
chr3	2741596	2742166	chr3:2741596-2742166	intronic	CNTN4	0
chr3	3612039	3612111	chr3:3612039-3612111	intronic	AC026188.1	0
chr3	4733085	4733226	chr3:4733085-4733226	exonic	ITPR1	0
chr3	4748644	4748877	chr3:4748644-4748877	promoter_proximal	ITPR1	0
chr3	5272274	5272515	chr3:5272274-5272515	intergenic_proximal	AC026202.5	15514
chr3	5426279	5426459	chr3:5426279-5426459	intergenic_proximal	AC026202.5	169519
chr3	6020376	6020394	chr3:6020376-6020394	intronic	AC027119.1	0
chr3	6865403	6865420	chr3:6865403-6865420	intronic	GRM7	0
chr3	6928153	6928383	chr3:6928153-6928383	intronic	GRM7	0
chr3	7919993	7920243	chr3:7919993-7920243	intergenic_proximal	LMCD1-AS1	31020
chr3	11600506	11600921	chr3:11600506-11600921	intronic	VGLL4	0
chr3	12899081	12899376	chr3:12899081-12899376	exonic	IQSEC1	0
chr3	13234764	13234881	chr3:13234764-13234881	intronic	IQSEC1	0
chr3	15141374	15142072	chr3:15141374-15142072	promoter_proximal	RPS3AP53	0
chr3	15521850	15522035	chr3:15521850-15522035	promoter_proximal	COLQ	100
chr3	16885059	16885256	chr3:16885059-16885256	exonic	PLCL2	0
chr3	18496399	18496475	chr3:18496399-18496475	intronic	SATB1-AS1	0
chr3	18966408	18966567	chr3:18966408-18966567	intergenic_proximal	RNU6-138P	11360
chr3	19400608	19400858	chr3:19400608-19400858	intronic	KCNH8	0
chr3	20378820	20379049	chr3:20378820-20379049	intronic	SGO1-AS1	0
chr3	21760068	21760409	chr3:21760068-21760409	intronic	ZNF385D	0
chr3	23108793	23108859	chr3:23108793-23108859	intergenic_proximal	RPL24P7	25513
chr3	25454124	25454151	chr3:25454124-25454151	intronic	RARB	0
chr3	25609562	25609604	chr3:25609562-25609604	exonic	TOP2B	0
chr3	26934247	26934273	chr3:26934247-26934273	intergenic_proximal	NEK10	175812
chr3	27910429	27910578	chr3:27910429-27910578	intronic	LINC01980	0
chr3	28265829	28266018	chr3:28265829-28266018	intronic	CMC1	0
chr3	29209486	29209530	chr3:29209486-29209530	intronic	RP11-9J18.1	0
chr3	29427580	29427653	chr3:29427580-29427653	intronic	RP11-9J18.1	0
chr3	29440629	29440964	chr3:29440629-29440964	intronic	RP11-9J18.1	0
chr3	30783358	30783411	chr3:30783358-30783411	intronic	GADL1	0
chr3	34312713	34312972	chr3:34312713-34312972	intronic	LINC01811	0
chr3	34512171	34512335	chr3:34512171-34512335	intronic	LINC01811	0
chr3	35680288	35680558	chr3:35680288-35680558	intronic	ARPP21	0
chr3	35766489	35766810	chr3:35766489-35766810	intronic	ARPP21	0
chr3	39094949	39095379	chr3:39094949-39095379	exonic	WDR48	0
chr3	41339869	41340019	chr3:41339869-41340019	intronic	ULK4	0
chr3	41917232	41917466	chr3:41917232-41917466	intronic	ULK4	0
chr3	50381521	50381623	chr3:50381521-50381623	intronic	CACNA2D2	0
chr3	50787556	50788016	chr3:50787556-50788016	promoter_proximal	DOCK3	0
chr3	52320224	52320454	chr3:52320224-52320454	intronic	DNAH1	0
chr3	54349331	54349620	chr3:54349331-54349620	intronic	CACNA2D3	0
chr3	54800441	54800725	chr3:54800441-54800725	intronic	CACNA2D3	0
chr3	55258464	55258743	chr3:55258464-55258743	intronic	LINC02030	0
chr3	55543152	55543602	chr3:55543152-55543602	intronic	ERC2	0
chr3	55579428	55579779	chr3:55579428-55579779	intronic	ERC2	0
chr3	56003086	56003502	chr3:56003086-56003502	exonic	ERC2	0
chr3	58824526	58824756	chr3:58824526-58824756	promoter_proximal	CFAP20DC	0
chr3	59311289	59311549	chr3:59311289-59311549	intronic	CTD-2185K10.1	0
chr3	59387237	59387627	chr3:59387237-59387627	promoter_proximal	CTD-2185K10.1	0
chr3	59436224	59436431	chr3:59436224-59436431	intronic	CTD-2185K10.1	0
chr3	59440633	59440892	chr3:59440633-59440892	intronic	CTD-2185K10.1	0
chr3	59558246	59558641	chr3:59558246-59558641	intronic	CTD-2185K10.1	0
chr3	59592029	59592198	chr3:59592029-59592198	intronic	CTD-2185K10.1	0
chr3	60305666	60305832	chr3:60305666-60305832	intronic	FHIT	0
chr3	60332908	60333098	chr3:60332908-60333098	intronic	FHIT	0
chr3	60347185	60347333	chr3:60347185-60347333	intronic	FHIT	0
chr3	60370142	60370315	chr3:60370142-60370315	intronic	FHIT	0
chr3	60382929	60382976	chr3:60382929-60382976	intronic	FHIT	0
chr3	60558966	60559210	chr3:60558966-60559210	intronic	FHIT	0
chr3	60802136	60802286	chr3:60802136-60802286	intronic	FHIT	0
chr3	60940089	60940390	chr3:60940089-60940390	intronic	FHIT	0
chr3	60989740	60989999	chr3:60989740-60989999	intronic	FHIT	0
chr3	61220311	61220344	chr3:61220311-61220344	intronic	FHIT	0
chr3	61283266	61283416	chr3:61283266-61283416	intergenic_proximal	FHIT	31808
chr3	61459750	61459973	chr3:61459750-61459973	intergenic_proximal	PTPRG	101596
chr3	62504670	62504843	chr3:62504670-62504843	intronic	CADPS	0
chr3	63967904	63968144	chr3:63967904-63968144	exonic	ATXN7	0
chr3	64205132	64205223	chr3:64205132-64205223	intronic	PRICKLE2	0
chr3	64539803	64539841	chr3:64539803-64539841	intronic	ADAMTS9	0
chr3	64590026	64590177	chr3:64590026-64590177	intronic	ADAMTS9	0
chr3	64675360	64675639	chr3:64675360-64675639	intronic	ADAMTS9	0
chr3	65883525	65883955	chr3:65883525-65883955	intronic	MAGI1	0
chr3	66839522	66839582	chr3:66839522-66839582	intergenic_proximal	RP11-24O17.2	15084
chr3	67407896	67408046	chr3:67407896-67408046	intronic	SUCLG2	0
chr3	67587316	67587586	chr3:67587316-67587586	intronic	SUCLG2	0
chr3	67699815	67699930	chr3:67699815-67699930	intronic	SUCLG2-AS1	0
chr3	67737764	67737810	chr3:67737764-67737810	intronic	SUCLG2-AS1	0
chr3	67897729	67898272	chr3:67897729-67898272	intronic	SUCLG2-AS1	0
chr3	68064344	68064728	chr3:68064344-68064728	intronic	TAFA1	0
chr3	68143955	68144215	chr3:68143955-68144215	promoter_proximal	TAFA1	0
chr3	68634031	68634356	chr3:68634031-68634356	promoter_proximal	RP11-436J20.1	0
chr3	68922578	68922761	chr3:68922578-68922761	intronic	TAFA4	0
chr3	69231845	69231867	chr3:69231845-69231867	intronic	FRMD4B	0
chr3	69579486	69579509	chr3:69579486-69579509	intergenic_proximal	RP11-62G11.2	8315
chr3	69970749	69971002	chr3:69970749-69971002	intergenic_proximal	MITF	2414
chr3	69997584	69998261	chr3:69997584-69998261	promoter_proximal	SAMMSON	1289
chr3	70006013	70006116	chr3:70006013-70006116	intronic	SAMMSON	0
chr3	70250516	70250874	chr3:70250516-70250874	intronic	SAMMSON	0
chr3	70302646	70302853	chr3:70302646-70302853	intronic	SAMMSON	0
chr3	70505723	70506273	chr3:70505723-70506273	intronic	SAMMSON	0
chr3	70595498	70595872	chr3:70595498-70595872	intergenic_proximal	RP11-118O11.2	17726
chr3	70606142	70606361	chr3:70606142-70606361	intergenic_proximal	RP11-118O11.2	7237
chr3	70619888	70620466	chr3:70619888-70620466	intronic	RP11-118O11.1	0
chr3	70627594	70627717	chr3:70627594-70627717	intergenic_proximal	RP11-118O11.1	7270
chr3	70729603	70730010	chr3:70729603-70730010	intergenic_proximal	COX6CP6	21113
chr3	71392771	71392894	chr3:71392771-71392894	intronic	FOXP1	0
chr3	71528469	71528679	chr3:71528469-71528679	intronic	FOXP1	0
chr3	73719646	73719813	chr3:73719646-73719813	intergenic_proximal	RP11-451J24.1	70840
chr3	75129105	75129248	chr3:75129105-75129248	intergenic_proximal	NIPA2P2	43869
chr3	76204101	76204123	chr3:76204101-76204123	intronic	ROBO2	0
chr3	76365380	76365827	chr3:76365380-76365827	intronic	ROBO2	0
chr3	76481148	76481296	chr3:76481148-76481296	intronic	ROBO2	0
chr3	76547790	76548098	chr3:76547790-76548098	intronic	ROBO2	0
chr3	76986989	76987328	chr3:76986989-76987328	intronic	ROBO2	0
chr3	77170883	77171305	chr3:77170883-77171305	intronic	ROBO2	0
chr3	79087881	79088161	chr3:79087881-79088161	intronic	ROBO1	0
chr3	79399604	79399792	chr3:79399604-79399792	intronic	ROBO1	0
chr3	79441830	79441901	chr3:79441830-79441901	intronic	ROBO1	0
chr3	79811042	79811220	chr3:79811042-79811220	intergenic_proximal	ROBO1	43045
chr3	79847566	79847579	chr3:79847566-79847579	intergenic_proximal	ROBO1	79569
chr3	80165804	80166043	chr3:80165804-80166043	intergenic_proximal	OSBPL9P1	1010
chr3	81161804	81162101	chr3:81161804-81162101	intergenic_proximal	RP11-520D19.1	46092
chr3	81216880	81217184	chr3:81216880-81217184	intergenic_proximal	RP11-520D19.1	7967
chr3	81218494	81218644	chr3:81218494-81218644	intergenic_proximal	RP11-520D19.1	9581
chr3	81340274	81340560	chr3:81340274-81340560	intergenic_proximal	RP11-564P9.2	19179
chr3	81844510	81845359	chr3:81844510-81845359	intronic	RP11-359D24.1	0
chr3	82002672	82003295	chr3:82002672-82003295	intronic	LINC02008	0
chr3	82057805	82058100	chr3:82057805-82058100	intronic	LINC02008	0
chr3	82416707	82417066	chr3:82416707-82417066	intronic	LINC02008	0
chr3	82793601	82793946	chr3:82793601-82793946	intergenic_proximal	CYP51A1P1	12569
chr3	84601121	84601293	chr3:84601121-84601293	intergenic_proximal	LINC00971	37112
chr3	85333476	85333642	chr3:85333476-85333642	intronic	CADM2	0
chr3	85466036	85466429	chr3:85466036-85466429	intronic	CADM2	0
chr3	85514619	85514801	chr3:85514619-85514801	intronic	CADM2	0
chr3	85709404	85709890	chr3:85709404-85709890	intronic	CADM2	0
chr3	85826639	85826843	chr3:85826639-85826843	promoter_proximal	CADM2	0
chr3	86611788	86612117	chr3:86611788-86612117	intergenic_proximal	LINC02070	114793
chr3	86634420	86634756	chr3:86634420-86634756	intergenic_proximal	LINC02070	137425
chr3	86733727	86733873	chr3:86733727-86733873	intergenic_proximal	RP11-43A1.1	82867
chr3	86937610	86937840	chr3:86937610-86937840	intronic	VGLL3	0
chr3	87229779	87229972	chr3:87229779-87229972	intronic	CHMP2B	0
chr3	87557448	87558007	chr3:87557448-87558007	intergenic_proximal	APOOP2	36831
chr3	87600953	87601135	chr3:87600953-87601135	intergenic_proximal	APOOP2	5578
chr3	87646839	87647069	chr3:87646839-87647069	intronic	RP11-451B8.1	0
chr3	89227746	89227942	chr3:89227746-89227942	intronic	EPHA3	0
chr3	89487390	89487540	chr3:89487390-89487540	intergenic_proximal	EPHA3	5257
chr3	93988412	93988824	chr3:93988412-93988824	promoter_proximal	ARL13B	0
chr3	94318384	94318630	chr3:94318384-94318630	intergenic_proximal	NSUN3	186553
chr3	97594244	97594468	chr3:97594244-97594468	intronic	EPHA6	0
chr3	97735936	97736086	chr3:97735936-97736086	exonic	EPHA6	0
chr3	99056792	99056903	chr3:99056792-99056903	intergenic_proximal	CTD-2021J15.1	38231
chr3	99656341	99656904	chr3:99656341-99656904	intronic	COL8A1	0
chr3	99881181	99881440	chr3:99881181-99881440	intronic	CMSS1	0
chr3	100222059	100222188	chr3:100222059-100222188	promoter_proximal	RP11-15N24.6	0
chr3	101850776	101851106	chr3:101850776-101851106	intronic	NFKBIZ	0
chr3	104632745	104633053	chr3:104632745-104633053	intergenic_proximal	RP11-281P11.1	129480
chr3	105369924	105369995	chr3:105369924-105369995	intronic	ALCAM	0
chr3	107284417	107284611	chr3:107284417-107284611	intronic	DUBR	0
chr3	107598985	107599445	chr3:107598985-107599445	exonic	BBX	0
chr3	107990030	107990426	chr3:107990030-107990426	intergenic_proximal	RP11-861A13.2	42030
chr3	108006078	108006708	chr3:108006078-108006708	intergenic_proximal	RP11-861A13.2	25748
chr3	109484190	109484422	chr3:109484190-109484422	intronic	LINC01205	0
chr3	109734095	109734459	chr3:109734095-109734459	intronic	RP11-457K10.1	0
chr3	109923914	109923970	chr3:109923914-109923970	intergenic_proximal	NFYBP1	6975
chr3	110941020	110941157	chr3:110941020-110941157	intronic	NECTIN3-AS1	0
chr3	110981371	110981513	chr3:110981371-110981513	intronic	NECTIN3-AS1	0
chr3	114416683	114417348	chr3:114416683-114417348	intronic	ZBTB20	0
chr3	114418993	114419243	chr3:114418993-114419243	exonic	ZBTB20	0
chr3	114464129	114464370	chr3:114464129-114464370	intronic	ZBTB20	0
chr3	114528045	114528277	chr3:114528045-114528277	intronic	ZBTB20	0
chr3	114554091	114554455	chr3:114554091-114554455	intronic	ZBTB20	0
chr3	114585753	114586503	chr3:114585753-114586503	intronic	ZBTB20	0
chr3	114659493	114659923	chr3:114659493-114659923	intronic	ZBTB20	0
chr3	115931169	115931555	chr3:115931169-115931555	intronic	LSAMP	0
